id,user_id,text_id,start_offset,end_offset,path,phrase,tagset_id,tag_id
204424,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,5974,5981,מטפוריקה/מטפורה,עוז מלך,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204425,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,1070,1074,מטפוריקה/מטפורה,בריח,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204426,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,3794,3796,כינוי/כינוי פשט,חי,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204427,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,4128,4138,מטפוריקה/פרסוניפיקציה,יש לא נעדר,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_C91F9785-8BC1-428A-B86B-B4F536709286
204428,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,7804,7811,כינוי/כינוי פשט,שולחיו ,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204429,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,7932,7942,כינוי/כינוי פשט,מוכרי צדיק,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204430,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,5018,5034,כינוי/כינוי ציורי,בן עמוס מני בטן ,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204431,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,3679,3681,כינוי/כינוי ציורי,שי,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204432,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,5283,5292,מטפוריקה/מטפורה,כפופי סבל,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204433,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,4039,4048,מטפוריקה/מטפורה,חלוני שחק,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204434,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,3010,3014,מטפוריקה/מטפורה,חיבל,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204435,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,12014,12026,מטפוריקה/סינקדוכה,באזניו יאמרו,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_E78AC0F0-1025-4129-A345-A5355CE4C9E7
204436,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,7278,7288,כינוי/כינוי ציורי,צירי אמונה,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204437,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,4849,4853,כינוי/כינוי פשט,מלון,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204438,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,3844,3852,מטפוריקה/מטפורה,שפת לשון,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204439,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,10502,10522,דימוי,אשי הבדים כמראה שדים,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_55563B09-0EA4-4413-B0A4-473046924505
204440,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,1058,1068,מטפוריקה/מטפורה,חול דלתיים,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204441,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,3248,3251,מטפוריקה/מטפורה,זרע,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204442,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,2992,2998,מטפוריקה/מטפורה,טרף אף,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204443,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,3069,3082,כינוי/כינוי ציורי,ראש לשופכי דם,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204444,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,7251,7267,כינוי/כינוי ציורי,נגיד מלאכת הקודש,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204445,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,4011,4037,דימוי,שש כגיבור בצאתו וחלש בבאו ,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_55563B09-0EA4-4413-B0A4-473046924505
204446,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,2740,2750,כינוי/כינוי פשט,רועה עדרים,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204447,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,3659,3665,כינוי/כינוי פשט,מי מטה,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204448,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,7912,7920,כינוי/כינוי פשט,בית יעקב,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204449,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,5794,5798,מטפוריקה/מטפורה,זרעו,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204450,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,1229,1235,מטפוריקה/מטפורה,להעלים,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204451,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,10554,10559,כינוי/כינוי ציורי,רב כח,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204452,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,5799,5807,מטפוריקה/מטפורה,ברית מלח,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204453,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,371,384,מטפוריקה/פרסוניפיקציה,עצי יער ירננו,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_C91F9785-8BC1-428A-B86B-B4F536709286
204454,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,2168,2178,מטפוריקה/מטפורה,הדביקם יחד,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204455,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,1899,1902,כינוי/כינוי פשט,דוק,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204456,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,8523,8548,דימוי,פינות כתפיו כזוהר המאורות,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_55563B09-0EA4-4413-B0A4-473046924505
204457,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,5748,5754,כינוי/כינוי ציורי,ידידים,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204458,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,1904,1907,כינוי/כינוי פשט,חלד,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204459,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,4971,4985,דימוי,כחומר ביד יוצר,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_55563B09-0EA4-4413-B0A4-473046924505
204460,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,2140,2144,כינוי/כינוי פשט,עלמה,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204461,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,2083,2086,מטפוריקה/מטפורה,נקש,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204462,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,2859,2866,כינוי/כינוי ציורי,אח קודר,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204463,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,5466,5475,כינוי/כינוי פשט,אשת נביאה,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204464,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,5102,5110,כינוי/כינוי פשט,חגור חרב,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204465,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,2036,2046,מטפוריקה/מטפורה,לכלכל שמות,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204466,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,3487,3507,כינוי/כינוי ציורי,זלזלים אשר בעצי יער ,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204467,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,7000,7011,כינוי/כינוי ציורי,בוזזי מצוות,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204468,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,5460,5464,כינוי/כינוי פשט,רועה,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204469,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,6082,6091,מטפוריקה/מטפורה,ריחוק עגל,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204470,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,4689,4692,כינוי/כינוי ציורי,טלה,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204471,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,9247,9260,מטפוריקה/מטפורה,ציץ נבל תולעת,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204472,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,5407,5428,מטפוריקה/מטפורה,הצמיח עמרם משורש לוי ,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204473,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,7795,7802,כינוי/כינוי ציורי,ציר אמת,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204474,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,9228,9245,דימוי,הציץ כניחוח טהור ,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_55563B09-0EA4-4413-B0A4-473046924505
204475,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,2401,2407,כינוי/כינוי פשט,תולדות,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204476,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,4545,4555,מטפוריקה/מטפורה,טנא בכורים,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204477,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,4868,4879,מטפוריקה/מטפורה,צל על ימינך,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204478,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,4353,4356,כינוי/כינוי ציורי,צור,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204479,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,10304,10308,כינוי/כינוי פשט,רעיו,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204480,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,6746,6756,דימוי,הורשע כפתי,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_55563B09-0EA4-4413-B0A4-473046924505
204481,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,10169,10173,מטפוריקה/מטפורה,רצחו,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204482,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,201,213,מטפוריקה/מטפורה,גיבור לסבול ,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204483,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,8798,8803,כינוי/כינוי ציורי,דגלים,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204484,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,11788,11816,דימוי,תארו הוקרן כצאת השמש בגבורתו,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_55563B09-0EA4-4413-B0A4-473046924505
204485,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,229,231,מטפוריקה/סינקדוכה,פי,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_E78AC0F0-1025-4129-A345-A5355CE4C9E7
204486,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,673,685,מטפוריקה/מטפורה,ימעדו מכוניה,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204487,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,358,370,מטפוריקה/פרסוניפיקציה,אש תודיע שמו,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_C91F9785-8BC1-428A-B86B-B4F536709286
204488,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,1808,1820,מטפוריקה/מטפורה,חומרו אשיבנו,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204489,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,1920,1924,כינוי/כינוי ציורי,דגול,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204490,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,1695,1705,מטפוריקה/מטפורה,שולחן ערוך,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204491,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,8222,8248,דימוי,עטוי מעיל תכלת כזוהר הרקיע,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_55563B09-0EA4-4413-B0A4-473046924505
204492,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,7307,7315,מטפוריקה/מטפורה,עלה השחר,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_2AB54B2D-9D10-4B5D-9E15-4A40CF3E710C
204493,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,6953,6962,כינוי/כינוי פשט,עיר הומיה,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204494,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,6486,6496,כינוי/כינוי ציורי,מחכימי פתי,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204495,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,1354,1363,כינוי/כינוי פשט,אפיקי מגן,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204496,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,2204,2212,כינוי/כינוי פשט,זוחל עפר,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0E667FDA-7960-46E3-B3FE-AC661D569246
204497,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,5234,5254,דימוי,כעץ שתול על פלגי מים,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_55563B09-0EA4-4413-B0A4-473046924505
204498,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,12159,12171,כינוי/כינוי ציורי,תמימים ישרים,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
204499,22,VC48-D_FC9B24FF-6BA9-4076-8679-A57010E57E02,11858,11866,כינוי/כינוי ציורי,איש מהיר,VC48-T_F8901835-049E-4A88-AA83-F4D25746F5F0,VC48-CATMA_0C70F8A9-4166-4AB9-A04F-35BA23723A1E
